Data Source,District,Variety,Yield
Cumilla RS,Cumilla,BRRI Hyrid dhan6,4.37
Cumilla RS,Cumilla,BRRI dhan103,6.52
Cumilla RS,Cumilla,BRRI dhan103,5.24
Cumilla RS,Cumilla,BRRI dhan103,5.45
Cumilla RS,Cumilla,BRRI dhan103,5.67
Cumilla RS,Cumilla,BRRI dhan103,6.25
Cumilla RS,Cumilla,BRRI dhan103,5.89
Cumilla RS,Cumilla,BRRI dhan103,5.89
Cumilla RS,Cumilla,BRRI dhan103,5.77
Cumilla RS,Cumilla,BRRI dhan103,6.35
Cumilla RS,Cumilla,BRRI dhan103,5.49
Cumilla RS,Cumilla,BRRI dhan103,5.99
Cumilla RS,Cumilla,BRRI dhan103,6.33
Cumilla RS,Cumilla,BRRI dhan103,6.21
Cumilla RS,Cumilla,BRRI dhan103,6.19
Cumilla RS,Cumilla,BRRI dhan103,5.82
Cumilla RS,Cumilla,BRRI dhan103,5.68
Cumilla RS,Cumilla,BRRI dhan103,5.81
Cumilla RS,Cumilla,BRRI dhan103,6.12
Cumilla RS,Cumilla,BRRI dhan103,6.25
Cumilla RS,Cumilla,BRRI dhan103,5.88
Cumilla RS,Cumilla,BRRI dhan103,5.65
Cumilla RS,Cumilla,BRRI dhan103,6.29
Cumilla RS,Cumilla,BRRI dhan103,5.67
Cumilla RS,Cumilla,BRRI dhan103,6.41
Cumilla RS,Cumilla,BRRI dhan103,6.32
Cumilla RS,Chandpur,BRRI dhan103,6.44
Cumilla RS,Chandpur,BRRI dhan103,5.95
Cumilla RS,Chandpur,BRRI dhan103,6.09
Cumilla RS,Chandpur,BRRI dhan103,6.12
Cumilla RS,Chandpur,BRRI dhan103,5.93
Cumilla RS,Chandpur,BRRI dhan103,5.49
Cumilla RS,Chandpur,BRRI dhan103,5.84
Cumilla RS,Chandpur,BRRI dhan103,6.22
Cumilla RS,Chandpur,BRRI dhan103,6.35
Cumilla RS,Chandpur,BRRI dhan103,6.04
Cumilla RS,Chandpur,BRRI dhan103,5.83
Cumilla RS,Chandpur,BRRI dhan103,5.61
Cumilla RS,Chandpur,BRRI dhan103,5.89
Cumilla RS,Chandpur,BRRI dhan103,6.19
Cumilla RS,Chandpur,BRRI dhan103,5.21
Cumilla RS,Chandpur,BRRI dhan103,5.89
Cumilla RS,Chandpur,BRRI dhan103,6.25
Cumilla RS,Chandpur,BRRI dhan103,6.18
Cumilla RS,Chandpur,BRRI dhan103,6.21
Cumilla RS,Chandpur,BRRI dhan103,5.12
Cumilla RS,Cumilla,BRRI dhan103,5.75
Cumilla RS,Cumilla,BRRI dhan103,5.21
Cumilla RS,Cumilla,BRRI dhan103,4.98
Cumilla RS,Cumilla,BRRI dhan103,4.86
Cumilla RS,Cumilla,BRRI dhan104,5.55
Rangpur RS,Rangpur,BRRI Hyrid dhan6,5.6
Rangpur RS,Rangpur,BRRI Hyrid dhan6,6.2
Rangpur RS,Rangpur,BRRI Hyrid dhan6,5.8
Rangpur RS,Rangpur,BRRI Hyrid dhan6,5.4
Rangpur RS,Rangpur,BRRI Hyrid dhan6,5.8
Rangpur RS,Rangpur,BRRI Hyrid dhan6,6.1
Rangpur RS,Rangpur,BRRI Hyrid dhan6,6
Rangpur RS,Rangpur,BRRI Hyrid dhan6,5.4
Rangpur RS,Lalmonirhat,BRRI Hyrid dhan6,5
Rangpur RS,Kurigram,BRRI Hyrid dhan6,5.6
Rangpur RS,Rangpur,BRRI Hyrid dhan4,5.4
Rangpur RS,Rangpur,BRRI Hyrid dhan4,5.8
Rangpur RS,Rangpur,BRRI Hyrid dhan4,5.6
Rangpur RS,Rangpur,BRRI Hyrid dhan4,5.4
Rangpur RS,Rangpur,BRRI Hyrid dhan4,5.5
Rangpur RS,Gaibandha,BRRI Hyrid dhan4,5.8
Rangpur RS,Rangpur,BRRI Hyrid dhan4,5.2
Rangpur RS,Nilphamari,BRRI Hyrid dhan4,5.9
Rangpur RS,Nilphamari,BRRI Hyrid dhan4,6.2
Rangpur RS,Gaibandha,BRRI Hyrid dhan4,6
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5.7
Satkhira RS,Satkhira,BRRI Hyrid dhan6,6.2
Satkhira RS,Satkhira,BRRI Hyrid dhan6,6.1
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5.3
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5.8
Satkhira RS,Satkhira,BRRI Hyrid dhan6,6.1
Satkhira RS,Satkhira,BRRI Hyrid dhan6,6
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5.5
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5.6
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5.4
Satkhira RS,Satkhira,BRRI Hyrid dhan7,5.2
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5.6
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5.4
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5.5
Satkhira RS,Satkhira,BRRI Hyrid dhan6,5.8
Satkhira RS,Jashore,BRRI Hyrid dhan6,5.8
Satkhira RS,Jashore,BRRI Hyrid dhan6,6.1
Satkhira RS,Jashore,BRRI Hyrid dhan6,6
Satkhira RS,Satkhira,BRRI Hyrid dhan6,6.1
Kushtia RS,Meherpur,BRRI Hyrid dhan6,6.7
Kushtia RS,Magura,BRRI Hyrid dhan6,6.5
Kushtia RS,Magura,BRRI Hyrid dhan6,6.12
Kushtia RS,Kushtia,BRRI Hyrid dhan6,6.29
Kushtia RS,Kushtia,BRRI Hyrid dhan6,6.75
Kushtia RS,Kushtia,BRRI Hyrid dhan6,6.32
Kushtia RS,Magura,BRRI Hyrid dhan6,6.2
Kushtia RS,Kushtia,BRRI Hyrid dhan6,6.51
Kushtia RS,Jhenaidah,BRRI Hyrid dhan6,6.29
Kushtia RS,Kushtia,BRRI Hyrid dhan6,6.4
Kushtia RS,Kushtia,BRRI Hyrid dhan6,5.34
Kushtia RS,Kushtia,BRRI Hyrid dhan6,6.8
Kushtia RS,Kushtia,BRRI Hyrid dhan6,5.37
Kushtia RS,Kushtia,BRRI Hyrid dhan6,6
Kushtia RS,Kushtia,BRRI Hyrid dhan6,5.67
Barishal RS,Pirojpur,BRRI Hyrid dhan4,5.7
Barishal RS,Pirojpur,BRRI Hyrid dhan4,5
Barishal RS,Barguna,BRRI Hyrid dhan4,4.7
Barishal RS,Barguna,BRRI Hyrid dhan4,5.3
Barishal RS,Barguna,BRRI Hyrid dhan4,6
Barishal RS,Barguna,BRRI Hyrid dhan4,5.4
Barishal RS,Barguna,BRRI Hyrid dhan4,4.7
Barishal RS,Barguna,BRRI Hyrid dhan4,3.9
Barishal RS,Bhola,BRRI Hyrid dhan4,5.7
Barishal RS,Barishal,BRRI Hyrid dhan4,4.5
Barishal RS,Barishal,BRRI Hyrid dhan4,4.1
Barishal RS,Pirojpur,BRRI Hyrid dhan4,4.3
Barishal RS,Pirojpur,BRRI Hyrid dhan4,5.8
Barishal RS,Barguna,BRRI Hyrid dhan4,5.6
Barishal RS,Barguna,BRRI Hyrid dhan4,4.6
Barishal RS,Patuakhali,BRRI Hyrid dhan4,6.2
Barishal RS,Patuakhali,BRRI Hyrid dhan4,5.8
Barishal RS,Patuakhali,BRRI Hyrid dhan4,4.7
Barishal RS,Patuakhali,BRRI Hyrid dhan4,5.8
Barishal RS,Patuakhali,BRRI Hyrid dhan4,5.6
Sonagazi RS,Feni,BRRI dhan95,5.7
Sonagazi RS,Feni,BRRI dhan71,5.5
Sonagazi RS,Feni,BRRI dhan52,5
Sonagazi RS,Feni,BRRI dhan52,4.9
Sonagazi RS,Feni,BRRI dhan87,6.1
Sonagazi RS,Feni,BRRI dhan87,6
Sonagazi RS,Feni,BRRI dhan87,5.8
Sonagazi RS,Feni,BRRI dhan103,6.2
Sonagazi RS,Feni,BRRI dhan103,6.3
Sonagazi RS,Noakhali,BRRI dhan94,5.9
Sonagazi RS,Noakhali,BRRI dhan52,4.8
Sonagazi RS,Feni,BRRI dhan94,5.7
Sonagazi RS,Feni,BRRI dhan109,6
Sonagazi RS,Feni,BRRI dhan94,6.4
Sonagazi RS,Feni,BRRI dhan71,5
Sonagazi RS,Feni,BRRI dhan71,4.8
Sonagazi RS,Feni,BRRI dhan94,5.6
Sonagazi RS,Feni,BRRI dhan71,5.1
Sonagazi RS,Feni,BRRI dhan71,5.5
Sonagazi RS,Feni,BRRI dhan71,4.8
Sonagazi RS,Feni,BRRI dhan75,5.5
Sonagazi RS,Feni,BRRI dhan71,6
Sonagazi RS,Feni,BRRI dhan94,6.3
Sonagazi RS,Feni,BRRI dhan94,6.1
Sonagazi RS,Feni,BRRI dhan94,5.9
Sonagazi RS,Feni,BRRI dhan110,6.2
Sonagazi RS,Feni,BRRI dhan110,6
Sonagazi RS,Feni,BRRI dhan51,4.5
Sonagazi RS,Feni,BRRI dhan52,5
Sonagazi RS,Feni,BRRI dhan94,5.5
Sonagazi RS,Feni,BRRI dhan52,4.9
Sonagazi RS,Feni,BRRI dhan52,4.8
Sonagazi RS,Feni,BRRI dhan52,5
Sonagazi RS,Feni,BRRI dhan52,5.1
Sonagazi RS,Feni,BRRI dhan52,4.7
Sonagazi RS,Feni,BRRI dhan52,5.2
Sonagazi RS,Feni,BRRI dhan52,4.6
Sonagazi RS,Feni,BRRI dhan52,4.5
Sonagazi RS,Feni,BRRI dhan52,4.4
Sonagazi RS,Feni,BRRI dhan103,6.6
Sonagazi RS,Feni,BRRI dhan103,6.8
Sonagazi RS,Feni,BRRI dhan78,4.5
Sonagazi RS,Feni,BRRI dhan103,6.5
Sonagazi RS,Feni,BRRI dhan103,6
Sonagazi RS,Feni,BRRI dhan103,6.8
Sonagazi RS,Feni,BRRI dhan109,5.5
Sonagazi RS,Feni,BRRI dhan71,5.3
Sonagazi RS,Feni,BRRI dhan51,4.5
Sonagazi RS,Feni,BRRI dhan51,4.7
Sonagazi RS,Feni,BRRI dhan51,4.9
Sonagazi RS,Feni,BRRI Hyrid dhan6,6
Sonagazi RS,Noakhali,BRRI Hyrid dhan6,6.5
Sonagazi RS,Feni,BRRI Hyrid dhan6,5.8
Sonagazi RS,Feni,BRRI Hyrid dhan6,6.1
Sonagazi RS,Feni,BRRI Hyrid dhan6,5.9
Sonagazi RS,Feni,BRRI Hyrid dhan6,6.4
Sonagazi RS,Feni,BRRI Hyrid dhan6,6.1
Sonagazi RS,Feni,BRRI Hyrid dhan6,5.7
Sonagazi RS,Feni,BRRI Hyrid dhan6,6.2
Sonagazi RS,Feni,BRRI Hyrid dhan6,5.5
Sonagazi RS,Feni,BRRI Hyrid dhan6,5.6
Sonagazi RS,Chattogram,BRRI Hyrid dhan6,6.5
Sonagazi RS,Chattogram,BRRI Hyrid dhan6,6.6
Sonagazi RS,Lakshmipur,BRRI Hyrid dhan6,6.4
Sonagazi RS,Lakshmipur,BRRI Hyrid dhan6,6.3
Sonagazi RS,Noakhali,BRRI Hyrid dhan6,5.4
Sonagazi RS,Feni,BRRI Hyrid dhan6,6
Sonagazi RS,Feni,BRRI Hyrid dhan6,6.3
Sonagazi RS,Feni,BRRI Hyrid dhan6,6
Sonagazi RS,Noakhali,BRRI Hyrid dhan6,6.5
Cumilla RS,Cumilla,BRRI Hyrid dhan6,5.2
Cumilla RS,Cumilla,BRRI Hyrid dhan6,4.56
Cumilla RS,Cumilla,BRRI Hyrid dhan6,4.67
Cumilla RS,Cumilla,BRRI Hyrid dhan6,4.02
Cumilla RS,Cumilla,BRRI Hyrid dhan6,5.08
Cumilla RS,Cumilla,BRRI Hyrid dhan6,5.31
Cumilla RS,Cumilla,BRRI Hyrid dhan6,4.89
Cumilla RS,Cumilla,BRRI Hyrid dhan6,5.47
Cumilla RS,Cumilla,BRRI Hyrid dhan6,4.28
Cumilla RS,Cumilla,BRRI Hyrid dhan6,5.65
Cumilla RS,Cumilla,BRRI Hyrid dhan6,5.24
Cumilla RS,Cumilla,BRRI Hyrid dhan6,5.19
Cumilla RS,Cumilla,BRRI Hyrid dhan6,4.81
Cumilla RS,Cumilla,BRRI Hyrid dhan6,4.77
Cumilla RS,Chandpur,BRRI Hyrid dhan6,5.52
Cumilla RS,Brahmanbaria ,BRRI Hyrid dhan6,5.65
Cumilla RS,Brahmanbaria ,BRRI Hyrid dhan6,4.99
Cumilla RS,Brahmanbaria ,BRRI Hyrid dhan6,5.08
Cumilla RS,Cumilla,BRRI Hyrid dhan6,4.93
Gopalganj RS,Gopalganj,BRRI Hyrid dhan4,4.6
Gopalganj RS,Gopalganj,BRRI Hyrid dhan4,5
Gopalganj RS,Gopalganj,BRRI Hyrid dhan6,6
Gopalganj RS,Gopalganj,BRRI Hyrid dhan6,6.1
Gopalganj RS,Gopalganj,BRRI Hyrid dhan6,6.2
Gopalganj RS,Gopalganj,BRRI Hyrid dhan4,4.5
Gopalganj RS,Gopalganj,BRRI Hyrid dhan4,4.5
Gopalganj RS,Gopalganj,BRRI Hyrid dhan6,6.1
Gopalganj RS,Gopalganj,BRRI Hyrid dhan4,4.3
Gopalganj RS,Gopalganj,BRRI Hyrid dhan6,6.1
Gopalganj RS,Gopalganj,BRRI Hyrid dhan4,4.4
Gopalganj RS,Gopalganj,BRRI Hyrid dhan4,4.3
Gopalganj RS,Gopalganj,BRRI Hyrid dhan6,5.9
Gopalganj RS,Gopalganj,BRRI Hyrid dhan6,6
Gopalganj RS,Gopalganj,BRRI Hyrid dhan4,4.2
Gopalganj RS,Gopalganj,BRRI Hyrid dhan6,6.1
Gopalganj RS,Gopalganj,BRRI Hyrid dhan6,5.8
Gopalganj RS,Bagherhat,BRRI Hyrid dhan4,4.4
Gopalganj RS,Bagherhat,BRRI Hyrid dhan4,4.3
Gopalganj RS,Bagherhat,BRRI Hyrid dhan6,5.8
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.8
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.5
Rangpur RS,Rangpur,BRRI dhan103,5.1
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.7
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5
Rangpur RS,Rangpur,BRRI dhan103,4.8
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.7
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.8
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.7
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.1
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.8
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.1
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.1
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.8
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.5
Rangpur RS,Rangpur,BRRI dhan103,6
Rangpur RS,Rangpur,BRRI dhan103,5.1
Rangpur RS,Rangpur,BRRI dhan103,4.8
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.5
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.1
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.8
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.1
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.3
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.1
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.5
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.6
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.1
Rangpur RS,Rangpur,BRRI dhan103,5.2
Rangpur RS,Rangpur,BRRI dhan103,5.4
Rangpur RS,Lalmonirhat,BRRI dhan103,5.6
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.6
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.1
Rangpur RS,Lalmonirhat,BRRI dhan103,5.3
Rangpur RS,Lalmonirhat,BRRI dhan103,5.4
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.6
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.4
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.3
Rangpur RS,Lalmonirhat,BRRI dhan103,5.4
Rangpur RS,Lalmonirhat,BRRI dhan103,5.5
Rangpur RS,Lalmonirhat,BRRI dhan103,5.6
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.1
Rangpur RS,Lalmonirhat,BRRI dhan103,5.3
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.4
Rangpur RS,Lalmonirhat,BRRI dhan103,5.8
Rangpur RS,Lalmonirhat,BRRI dhan103,5.6
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.3
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.3
Rangpur RS,Lalmonirhat,BRRI dhan103,5.1
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.3
Rangpur RS,Lalmonirhat,BRRI dhan103,5.4
Rangpur RS,Lalmonirhat,BRRI dhan103,5.6
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.1
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.3
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.1
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.3
Rangpur RS,Lalmonirhat,BRRI dhan103,5.4
Rangpur RS,Lalmonirhat,BRRI dhan103,5.6
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.4
Rangpur RS,Lalmonirhat,BRRI dhan103,5.6
Rangpur RS,Lalmonirhat,BRRI dhan103,5.2
Rangpur RS,Lalmonirhat,BRRI dhan103,5.3
Rangpur RS,Lalmonirhat,BRRI dhan103,5.1
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.4
Rangpur RS,Kurigram,BRRI dhan103,5.3
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.4
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.3
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.4
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.3
Rangpur RS,Kurigram,BRRI dhan103,5.1
Rangpur RS,Kurigram,BRRI dhan103,5.8
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,6.1
Rangpur RS,Kurigram,BRRI dhan103,6
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.3
Rangpur RS,Kurigram,BRRI dhan103,5.1
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.3
Rangpur RS,Kurigram,BRRI dhan103,5.4
Rangpur RS,Kurigram,BRRI dhan103,5.8
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.3
Rangpur RS,Kurigram,BRRI dhan103,5.7
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.1
Rangpur RS,Kurigram,BRRI dhan103,5.3
Rangpur RS,Kurigram,BRRI dhan103,5.4
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.5
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.4
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.8
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.4
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.1
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.2
Rangpur RS,Kurigram,BRRI dhan103,5.4
Rangpur RS,Kurigram,BRRI dhan103,5.6
Rangpur RS,Kurigram,BRRI dhan103,5.4
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5.6
Rangpur RS,Gaibandha,BRRI dhan103,5.1
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5.8
Rangpur RS,Gaibandha,BRRI dhan103,5.6
Rangpur RS,Gaibandha,BRRI dhan103,5.4
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5.6
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5.4
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5
Rangpur RS,Gaibandha,BRRI dhan103,5.4
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5.6
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5.4
Rangpur RS,Gaibandha,BRRI dhan103,5.6
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5.8
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5.3
Rangpur RS,Gaibandha,BRRI dhan103,5.4
Rangpur RS,Gaibandha,BRRI dhan103,5.6
Rangpur RS,Gaibandha,BRRI dhan103,5.8
Rangpur RS,Gaibandha,BRRI dhan103,5.6
Rangpur RS,Gaibandha,BRRI dhan103,5.4
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5
Rangpur RS,Gaibandha,BRRI dhan103,5.7
Rangpur RS,Gaibandha,BRRI dhan103,5.6
Rangpur RS,Gaibandha,BRRI dhan103,5.4
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5.6
Rangpur RS,Gaibandha,BRRI dhan103,5.2
Rangpur RS,Gaibandha,BRRI dhan103,5.4
Rangpur RS,Gaibandha,BRRI dhan103,5.1
Rangpur RS,Gaibandha,BRRI dhan103,5.5
Rangpur RS,Gaibandha,BRRI dhan103,5.6
